gene_id	chromosome	start	end	strand	gene_name
RPL39P8	chr1	112890589	112890971	-	RPL39P8
LOC124904342	chr1	112896170	112912466	+	LOC124904342
SLC16A1	chr1	112911847	112956196	-	SLC16A1
AKR7A2P1	chr1	112923350	112924673	+	AKR7A2P1
SLC16A1-AS1	chr1	112956415	112964072	+	SLC16A1-AS1
LOC107985189	chr1	112978615	112989581	-	LOC107985189
LRIG2-DT	chr1	113011687	113073102	-	LRIG2-DT
LRIG2	chr1	113073198	113132260	+	LRIG2
RLIMP2	chr1	113125492	113126955	-	RLIMP2
RPS19P2	chr1	113168959	113169442	+	RPS19P2
LOC643441	chr1	113196781	113206253	-	LOC643441
RPS15P1	chr1	113198807	113199291	+	RPS15P1
MAGI3	chr1	113390515	113685923	+	MAGI3
LOC100421402	chr1	113449706	113450685	+	LOC100421402
MTND5P20	chr1	113576751	113576894	-	MTND5P20
PHTF1	chr1	113696831	113759888	-	PHTF1
RPS2P14	chr1	113698884	113699606	-	RPS2P14
RSBN1	chr1	113761832	113812476	-	RSBN1
AP4B1-AS1	chr1	113812612	113901237	+	AP4B1-AS1
PTPN22	chr1	113813811	113871759	-	PTPN22
BCL2L15	chr1	113876816	113887581	-	BCL2L15
AP4B1	chr1	113894194	113905028	-	AP4B1
DCLRE1B	chr1	113904619	113914086	+	DCLRE1B
HIPK1-AS1	chr1	113924001	113929525	-	HIPK1-AS1
HIPK1	chr1	113929324	113977869	+	HIPK1
OLFML3	chr1	113979474	113982253	+	OLFML3
RPL13AP10	chr1	114001433	114003343	-	RPL13AP10
SYT6	chr1	114089292	114153869	-	SYT6
LOC107985443	chr1	114205053	114221055	-	LOC107985443
MRPL57P1	chr1	114279002	114279286	-	MRPL57P1
LOC100421116	chr1	114353986	114355159	+	LOC100421116
TRIM33	chr1	114392790	114511203	-	TRIM33
RPL26P10	chr1	114459892	114460404	+	RPL26P10
EIF2S2P5	chr1	114468205	114469566	+	EIF2S2P5
LOC124904348	chr1	114511338	114515934	+	LOC124904348
PKMP1	chr1	114535907	114537459	+	PKMP1
BCAS2	chr1	114567557	114581615	-	BCAS2
LOC105378914	chr1	114581843	114587619	+	LOC105378914
DENND2C	chr1	114582850	114670049	-	DENND2C
LOC124904354	chr1	114670411	114670954	+	LOC124904354
AMPD1	chr1	114673098	114695546	-	AMPD1
RN7SL432P	chr1	114697627	114697924	-	RN7SL432P
NRAS	chr1	114704469	114716771	-	NRAS
CSDE1	chr1	114716916	114757984	-	CSDE1
RNY1P13	chr1	114727720	114727820	+	RNY1P13
SIKE1	chr1	114769479	114780685	-	SIKE1
NR1H5P	chr1	114834456	114851544	+	NR1H5P
SYCP1	chr1	114854088	114995370	+	SYCP1
LOC105378915	chr1	114896859	114902534	-	LOC105378915
TSHB	chr1	115029826	115034309	+	TSHB
TSPAN2	chr1	115048011	115089503	-	TSPAN2
LOC124904359	chr1	115068896	115069689	+	LOC124904359
LINC01765	chr1	115099647	115102681	+	LINC01765
NGF-AS1	chr1	115283034	115368072	+	NGF-AS1
NGF	chr1	115285917	115338249	-	NGF
LOC112268234	chr1	115356667	115364896	-	LOC112268234
LOC124904375	chr1	115533398	115534918	+	LOC124904375
ELOCP20	chr1	115556676	115557052	+	ELOCP20
CNOT7P2	chr1	115564310	115565304	+	CNOT7P2
LOC100287840	chr1	115577226	115577785	-	LOC100287840
RN7SL420P	chr1	115606471	115606768	+	RN7SL420P
LOC124900438	chr1	115621872	115622005	-	LOC124900438
VANGL1	chr1	115641970	115698221	+	VANGL1
CASQ2	chr1	115700021	115768714	-	CASQ2
NHLH2	chr1	115831344	115841126	-	NHLH2
HNRNPA1P43	chr1	115856630	115857878	-	HNRNPA1P43
LOC101928952	chr1	115916503	115916699	+	LOC101928952
LINC01649	chr1	115919376	115925908	+	LINC01649
LOC101928977	chr1	115922573	115977276	-	LOC101928977
SLC22A15	chr1	115976513	116070054	+	SLC22A15
MAB21L3	chr1	116111399	116138149	+	MAB21L3
LOC105378918	chr1	116121320	116124161	-	LOC105378918
LOC124904384	chr1	116162348	116168840	-	LOC124904384
LOC105378919	chr1	116240964	116242077	-	LOC105378919
LOC105378920	chr1	116277934	116336318	-	LOC105378920
LOC124904669	chr1	116278606	116278821	+	LOC124904669
ATP1A1	chr1	116373244	116404774	+	ATP1A1
ATP1A1-AS1	chr1	116392865	116418622	-	ATP1A1-AS1
RNU6-817P	chr1	116413766	116413869	-	RNU6-817P
LINC01762	chr1	116423724	116478826	-	LINC01762
LOC112268235	chr1	116479222	116502637	+	LOC112268235
CD58	chr1	116514534	116571026	-	CD58
NAP1L4P1	chr1	116531761	116534111	-	NAP1L4P1
LOC105378925	chr1	116544701	116561187	+	LOC105378925
LOC124904385	chr1	116570975	116574750	+	LOC124904385
IGSF3	chr1	116574398	116667755	-	IGSF3
LOC105378924	chr1	116593151	116595741	+	LOC105378924
LINC02868	chr1	116694112	116706603	+	LINC02868
LOC105378926	chr1	116706408	116710489	-	LOC105378926
GAPDHP64	chr1	116713635	116714906	-	GAPDHP64
NEFHP1	chr1	116739784	116742652	-	NEFHP1
CD2	chr1	116754430	116769229	+	CD2
FTH1P22	chr1	116775078	116775567	-	FTH1P22
LOC105378927	chr1	116880018	116885798	+	LOC105378927
PTGFRN	chr1	116909916	116990353	+	PTGFRN
RNA5SP55	chr1	116962347	116962471	-	RNA5SP55
CD101	chr1	117001760	117036552	+	CD101
LOC124904386	chr1	117018093	117022001	-	LOC124904386
CD101-AS1	chr1	117025482	117059490	-	CD101-AS1
TTF2	chr1	117060326	117107453	+	TTF2
TRIM45	chr1	117111060	117123927	-	TRIM45
LOC124904387	chr1	117128771	117143201	+	LOC124904387
RPS15AP9	chr1	117138165	117138648	+	RPS15AP9
VTCN1	chr1	117143587	117210927	-	VTCN1
LINC01525	chr1	117295466	117321336	+	LINC01525
MAN1A2	chr1	117367449	117528872	+	MAN1A2
VPS25P1	chr1	117549395	117550113	+	VPS25P1
TENT5C-DT	chr1	117596832	117605770	-	TENT5C-DT
TENT5C	chr1	117606048	117628389	+	TENT5C
VDAC2P3	chr1	117640340	117641727	-	VDAC2P3
LOC124900444	chr1	117688621	117688742	-	LOC124900444
LOC100192389	chr1	117699429	117700259	-	LOC100192389
PNRC2P1	chr1	117776523	117778901	-	PNRC2P1
LOC105378929	chr1	117815431	117821801	-	LOC105378929
GDAP2	chr1	117863485	117929621	-	GDAP2
WDR3	chr1	117929739	117966543	+	WDR3
SPAG17	chr1	117953590	118185228	-	SPAG17
LOC105378930	chr1	118185230	118207051	+	LOC105378930
RNA5SP56	chr1	118264372	118264489	-	RNA5SP56
PSMC1P12	chr1	118614107	118615644	-	PSMC1P12
LOC100421281	chr1	118712997	118713864	+	LOC100421281
LOC107985447	chr1	118807939	118866302	-	LOC107985447
TBX15	chr1	118883047	118989510	-	TBX15
LOC105378933	chr1	119000344	119001405	-	LOC105378933
WARS2	chr1	119031216	119140672	-	WARS2
WARS2-IT1	chr1	119047405	119063287	+	WARS2-IT1
RBMX2P3	chr1	119084205	119086000	-	RBMX2P3
RPS3AP12	chr1	119126495	119127311	-	RPS3AP12
WARS2-AS1	chr1	119140396	119275973	+	WARS2-AS1
RPL6P2	chr1	119219293	119220117	-	RPL6P2
LOC107985192	chr1	119248203	119255941	-	LOC107985192
LOC124904832	chr1	119259041	119259141	+	LOC124904832
LINC01780	chr1	119328252	119356182	+	LINC01780
RNU1-75P	chr1	119331397	119331525	-	RNU1-75P
HAO2	chr1	119368785	119394130	+	HAO2
HAO2-IT1	chr1	119368946	119370331	+	HAO2-IT1
HSD3B2	chr1	119414931	119423034	+	HSD3B2
GAPDHP74	chr1	119434460	119435089	-	GAPDHP74
HSD3BP2	chr1	119438528	119446506	+	HSD3BP2
GAPDHP23	chr1	119461835	119463092	-	GAPDHP23
HSD3BP1	chr1	119467133	119474099	+	HSD3BP1
LOC124904388	chr1	119474461	119476525	-	LOC124904388
LOC105378935	chr1	119483047	119490108	-	LOC105378935
GAPDHP58	chr1	119495789	119496909	-	GAPDHP58
HSD3B1	chr1	119507203	119515058	+	HSD3B1
GAPDHP32	chr1	119533548	119534821	-	GAPDHP32
HSD3BP3	chr1	119538421	119546244	+	HSD3BP3
GAPDHP27	chr1	119558552	119559845	-	GAPDHP27
HSD3BP4	chr1	119563880	119572576	+	HSD3BP4
GAPDHP33	chr1	119595965	119597250	-	GAPDHP33
LINC00622	chr1	119597702	119599291	-	LINC00622
HSD3BP5	chr1	119601252	119609538	+	HSD3BP5
ZNF697	chr1	119619377	119648266	-	ZNF697
LOC124904389	chr1	119648316	119648976	+	LOC124904389
LOC124904390	chr1	119659698	119671514	+	LOC124904390
LOC105378937	chr1	119681326	119711846	-	LOC105378937
PHGDH	chr1	119711934	119744215	+	PHGDH
HMGCS2	chr1	119747996	119768932	-	HMGCS2
REG4	chr1	119794017	119811460	-	REG4
NBPF7P	chr1	119833709	119844724	-	NBPF7P
PFN1P9	chr1	119853205	119853991	+	PFN1P9
NOTCH2P1	chr1	119886306	119886927	+	NOTCH2P1
ADAM30	chr1	119893533	119896515	-	ADAM30
NOTCH2	chr1	119911553	120069662	-	NOTCH2
LOC101929178	chr1	120069828	120077091	+	LOC101929178
RNU6-465P	chr1	120126974	120127074	+	RNU6-465P
SEC22B	chr1	120150898	120176520	-	SEC22B
LOC100996723	chr1	120197014	120320119	+	LOC100996723
LOC124904391	chr1	120319577	120342640	+	LOC124904391
LOC124904631	chr1	120354987	120355148	+	LOC124904631
LOC101929788	chr1	120393545	120411356	+	LOC101929788
NBPF8	chr1	120415027	120469676	+	NBPF8
PFN1P2	chr1	120432204	120434109	-	PFN1P2
PDE4DIPP2	chr1	120469628	120665436	-	PDE4DIPP2
LOC107985524	chr1	120558685	120561267	+	LOC107985524
LOC124904641	chr1	120571120	120571264	+	LOC124904641
LOC124904392	chr1	120665321	120668066	+	LOC124904392
LOC105378944	chr1	120716480	120723764	-	LOC105378944
NBPF26	chr1	120723945	120842229	+	NBPF26
NOTCH2NLR	chr1	120723945	120794851	+	NOTCH2NLR
TRN-GTT7-1	chr1	120844262	120844335	-	TRN-GTT7-1
RNVU1-19	chr1	120850819	120850985	-	RNVU1-19
LOC124904393	chr1	120873816	120912048	+	LOC124904393
PPIAL4A	chr1	120889771	120890530	+	PPIAL4A
LINC00623	chr1	120912238	120955811	+	LINC00623
LOC100996720	chr1	120913341	120914114	-	LOC100996720
RNVU1-4	chr1	120942600	120942763	+	RNVU1-4
LOC105369199	chr1	120963648	120973936	+	LOC105369199
FAM91A4P	chr1	120983370	120988697	+	FAM91A4P
PDE4DIPP4	chr1	120985692	121052167	-	PDE4DIPP4
LOC124904640	chr1	121008362	121008507	-	LOC124904640
TRF-GAA10-1	chr1	121009444	121009715	-	TRF-GAA10-1
TRG-CCC6-1	chr1	121016845	121016915	-	TRG-CCC6-1
TRV-CAC5-1	chr1	121020729	121020801	-	TRV-CAC5-1
LOC124904394	chr1	121028136	121031150	-	LOC124904394
TRN-GTT27-1	chr1	121048432	121048505	-	TRN-GTT27-1
LOC100996722	chr1	121058843	121059353	-	LOC100996722
H3P4	chr1	121059763	121118626	-	H3P4
FCGR1BP	chr1	121087345	121097161	+	FCGR1BP
LOC100996318	chr1	121090289	121098265	-	LOC100996318
H2BP1	chr1	121107175	121117292	-	H2BP1
RPL22P6	chr1	121141992	121142458	-	RPL22P6
FAM72B	chr1	121167646	121184340	-	FAM72B
SRGAP2C	chr1	121184975	121392874	+	SRGAP2C
LOC107985193	chr1	121348938	121349800	+	LOC107985193
SRGAP2-AS1	chr1	121360156	121397905	-	SRGAP2-AS1
LINC02798	chr1	121395572	121463129	+	LINC02798
MTIF2P1	chr1	121502325	121503917	+	MTIF2P1
EMBP1	chr1	121519112	121571888	+	EMBP1
LOC101929814	chr1	143299518	143308956	-	LOC101929814
LOC105371172	chr1	143321889	143327009	-	LOC105371172
LOC105371175	chr1	143327622	143345131	+	LOC105371175
LOC100996736	chr1	143354221	143387289	+	LOC100996736
LOC107985200	chr1	143382482	143424762	-	LOC107985200
LOC107985201	chr1	143407264	143419703	-	LOC107985201
RNA5SP533	chr1	143439605	143439714	+	RNA5SP533
LOC101929815	chr1	143448647	143451045	-	LOC101929815
KMT2CP3	chr1	143461221	143498767	-	KMT2CP3
NKAIN1P1	chr1	143487662	143489198	+	NKAIN1P1
LOC101927452	chr1	143498683	143515940	+	LOC101927452
LINC02799	chr1	143499283	143500528	-	LINC02799
LOC112268273	chr1	143570690	143573021	+	LOC112268273
TRQ-CTG11-1	chr1	143584701	143584772	+	TRQ-CTG11-1
NBPF17P	chr1	143595216	143635780	-	NBPF17P
PFN1P12	chr1	143619988	143620770	+	PFN1P12
RNU1-114P	chr1	143652050	143652215	-	RNU1-114P
LOC124904406	chr1	143660970	143684552	+	LOC124904406
TRE-TTC7-1	chr1	143666988	143667059	-	TRE-TTC7-1
TRQ-CTG4-2	chr1	143691474	143691545	+	TRQ-CTG4-2
RNVU1-17	chr1	143699456	143699619	-	RNVU1-17
TRN-GTT22-1	chr1	143717291	143717364	-	TRN-GTT22-1
RNVU1-23	chr1	143720510	143720644	-	RNVU1-23
RNVU1-18	chr1	143729407	143729570	-	RNVU1-18
TRN-GTT6-1	chr1	143735920	143735993	-	TRN-GTT6-1
LOC105369140	chr1	143744835	143756665	+	LOC105369140
FAM91A3P	chr1	143766479	143771822	+	FAM91A3P
RNU1-143P	chr1	143791542	143791687	-	RNU1-143P
LINC02591	chr1	143792495	143797108	+	LINC02591
TRF-GAA9-1	chr1	143792624	143792895	-	TRF-GAA9-1
TRV-CAC8-1	chr1	143800041	143800111	-	TRV-CAC8-1
TRV-CAC4-1	chr1	143803994	143804066	-	TRV-CAC4-1
PDE4DIPP3	chr1	143811402	143840303	-	PDE4DIPP3
LOC100131962	chr1	143845984	143846539	-	LOC100131962
H2BP2	chr1	143846902	143904650	-	H2BP2
TRR-CCT7-1	chr1	143848514	143848584	-	TRR-CCT7-1
FCGR1CP	chr1	143874743	143883733	+	FCGR1CP
H3-7	chr1	143902386	143905977	-	H3-7
LOC105371209	chr1	143907386	143934791	+	LOC105371209
RPL22P5	chr1	143929936	143930402	-	RPL22P5
FAM72C	chr1	143955287	143973564	-	FAM72C
SRGAP2D	chr1	143972639	144069704	+	SRGAP2D
IGKV1OR1-1	chr1	144085613	144086353	+	IGKV1OR1-1
LOC105371207	chr1	144143571	144152389	-	LOC105371207
LOC105371206	chr1	144152926	144170705	+	LOC105371206
LOC100996731	chr1	144178903	144212924	+	LOC100996731
LINC02802	chr1	144227030	144250352	-	LINC02802
RNA5SP529	chr1	144265217	144265326	+	RNA5SP529
LOC101060524	chr1	144274534	144276762	-	LOC101060524
CH17-125A10.2	chr1	144322631	144338384	+	CH17-125A10.2
PPIAL4E	chr1	144372875	144373634	-	PPIAL4E
RNVU1-15	chr1	144412576	144412740	+	RNVU1-15
TRN-GTT3-1	chr1	144419267	144419340	+	TRN-GTT3-1
NBPF15	chr1	144421390	144461669	-	NBPF15
PFN1P6	chr1	144442469	144443250	+	PFN1P6
LOC105371211	chr1	144472203	144485779	-	LOC105371211
RNVU1-26	chr1	144523860	144524021	-	RNVU1-26
RNVU1-2A	chr1	144551779	144551943	-	RNVU1-2A
LOC105379574	chr1	144552215	144560782	+	LOC105379574
RNVU1-28	chr1	144560666	144560829	-	RNVU1-28
TRN-GTT2-8	chr1	144567515	144567588	-	TRN-GTT2-8
LOC107985110	chr1	144567613	144570472	-	LOC107985110
PPIAL4F	chr1	144592893	144593652	+	PPIAL4F
LINC01632	chr1	144623919	144632587	-	LINC01632
LOC105371215	chr1	144652444	144654439	+	LOC105371215
KMT2CP1	chr1	144663837	144689892	+	KMT2CP1
DRD5P2	chr1	144689614	144691842	+	DRD5P2
RNA5SP59	chr1	144701050	144701159	-	RNA5SP59
LSP1P5	chr1	144716079	144740806	+	LSP1P5
LOC100996737	chr1	144753467	144787485	-	LOC100996737
LOC105371216	chr1	144795676	144813461	-	LOC105371216
LOC105371217	chr1	144814174	144841305	+	LOC105371217
LOC102724269	chr1	144860101	144860807	+	LOC102724269
LOC107985528	chr1	144874355	144875080	-	LOC107985528
SRGAP2B	chr1	144887288	145095380	-	SRGAP2B
LOC107985595	chr1	144930264	144931124	-	LOC107985595
FAM72D	chr1	145094296	145112696	+	FAM72D
TRN-GTT10-1	chr1	145129239	145129312	+	TRN-GTT10-1
LOC101929805	chr1	145146556	145149891	+	LOC101929805
TRNAV-CAC	chr1	145157157	145157229	+	TRNAV-CAC
TRNAV-CAC_1	chr1	145161108	145161178	+	TRNAV-CAC_1
LINC01145	chr1	145164099	145216052	-	LINC01145
RNU1-153P	chr1	145169519	145169664	+	RNU1-153P
TRE-TTC10-1	chr1	145176839	145177111	+	TRE-TTC10-1
LOC100996740	chr1	145214851	145216577	+	LOC100996740
LOC729086	chr1	145232840	145235762	+	LOC729086
PPIAL4D	chr1	145241415	145242174	-	PPIAL4D
RNVU1-14	chr1	145281116	145281279	+	RNVU1-14
LOC101060170	chr1	145282351	145287841	+	LOC101060170
TRN-GTT2-7	chr1	145287766	145287839	+	TRN-GTT2-7
NBPF20	chr1	145289900	145425603	-	NBPF20
PFN1P3	chr1	145407635	145408416	+	PFN1P3
LOC105371288	chr1	145429334	145443354	+	LOC105371288
RNU1-154P	chr1	145431527	145431693	-	RNU1-154P
TRQ-CTG3-1	chr1	145459658	145459729	+	TRQ-CTG3-1
RNVU1-31	chr1	145465617	145465780	-	RNVU1-31
LOC112268228	chr1	145475016	145476040	-	LOC112268228
TRN-GTT9-1	chr1	145475381	145475454	-	TRN-GTT9-1
PDE4DIPP5	chr1	145506385	145567501	+	PDE4DIPP5
NBPF25P	chr1	145572345	145607858	-	NBPF25P
GPR89A	chr1	145607988	145670650	+	GPR89A
PDZK1	chr1	145670852	145707400	-	PDZK1
CD160	chr1	145719499	145739288	+	CD160
RNF115	chr1	145738868	145824095	-	RNF115
POLR3C	chr1	145824200	145844402	+	POLR3C
NUDT17	chr1	145845630	145848954	+	NUDT17
PIAS3	chr1	145848522	145859081	-	PIAS3
ANKRD35	chr1	145866564	145885866	-	ANKRD35
LOC107985593	chr1	145886180	145888481	+	LOC107985593
ITGA10	chr1	145891208	145910050	-	ITGA10
PEX11B	chr1	145911348	145918717	-	PEX11B
GNRHR2	chr1	145919013	145925341	+	GNRHR2
RBM8A	chr1	145921556	145927484	-	RBM8A
LIX1L-AS1	chr1	145926831	145941203	+	LIX1L-AS1
LIX1L	chr1	145933423	145958017	-	LIX1L
ANKRD34A	chr1	145959441	145964575	-	ANKRD34A
POLR3GL	chr1	145964690	145978848	+	POLR3GL
TXNIP	chr1	145992435	145996579	-	TXNIP
HJV	chr1	146017470	146021735	-	HJV
TRE-CTC1-1	chr1	146035692	146035763	+	TRE-CTC1-1
TRG-TCC2-1	chr1	146037061	146037132	+	TRG-TCC2-1
TRH-GTG1-1	chr1	146038044	146038115	+	TRH-GTG1-1
TRK-CTT2-1	chr1	146039401	146039473	+	TRK-CTT2-1
RNVU1-6	chr1	146052081	146052244	-	RNVU1-6
LINC01719	chr1	146052596	146058799	+	LINC01719
NBPF10	chr1	146064699	146144804	-	NBPF10
NOTCH2NLA	chr1	146148865	146229021	-	NOTCH2NLA
LOC105371254	chr1	146228733	146237801	+	LOC105371254
LOC124904401	chr1	146253302	146261760	-	LOC124904401
LOC124904408	chr1	146280778	146285642	-	LOC124904408
RNU6-1071P	chr1	146288596	146288696	+	RNU6-1071P
NUDT4P2	chr1	146297773	146301610	+	NUDT4P2
SEC22B4P	chr1	146315557	146376562	-	SEC22B4P
PPIAL4H	chr1	146344006	146344765	-	PPIAL4H
TRN-GTT24-1	chr1	146370101	146370174	+	TRN-GTT24-1
LOC124904613	chr1	146376807	146376970	+	LOC124904613
LOC112268274	chr1	146376813	146419856	-	LOC112268274
LOC100996756	chr1	146386547	146388089	+	LOC100996756
LOC124904634	chr1	146409903	146410062	+	LOC124904634
LOC105371235	chr1	146420645	146444087	-	LOC105371235
LOC124904407	chr1	146430399	146433108	+	LOC124904407
LOC105371233	chr1	146448459	146452537	+	LOC105371233
HYDIN2	chr1	146486332	146822034	+	HYDIN2
RNA5SP536	chr1	146539541	146539663	-	RNA5SP536
LOC124900456	chr1	146862729	146862845	-	LOC124900456
NBPF12	chr1	146938324	146996198	+	NBPF12
PFN1P8	chr1	146957261	146957668	-	PFN1P8
LOC728989	chr1	147019336	147043039	-	LOC728989
LOC644060	chr1	147050745	147054234	+	LOC644060
TRH-GTG1-2	chr1	147073225	147073296	+	TRH-GTG1-2
TRE-TTC14-1	chr1	147078630	147078701	+	TRE-TTC14-1
RNU1-151P	chr1	147079746	147079870	+	RNU1-151P
SSBL4P	chr1	147082034	147083650	-	SSBL4P
RNVU1-8	chr1	147084616	147084756	-	RNVU1-8
NBPF13P	chr1	147099482	147114346	-	NBPF13P
PRKAB2	chr1	147155106	147172470	-	PRKAB2
CHD1L	chr1	147172747	147295762	+	CHD1L
PDIA3P1	chr1	147177851	147179949	+	PDIA3P1
FMO5	chr1	147184305	147227284	-	FMO5
CCT8P1	chr1	147203124	147204984	-	CCT8P1
RPL7AP15	chr1	147223533	147224404	+	RPL7AP15
LOC100130018	chr1	147319082	147320377	+	LOC100130018
LINC00624	chr1	147382192	147517875	-	LINC00624
OR13Z1P	chr1	147419006	147419898	+	OR13Z1P
OR13Z2P	chr1	147445479	147446234	+	OR13Z2P
OR13Z3P	chr1	147482238	147482628	+	OR13Z3P
BCL9	chr1	147541501	147626216	+	BCL9
LOC128071544	chr1	147611590	147611796	+	LOC128071544
ACP6	chr1	147629658	147670524	-	ACP6
RN7SL261P	chr1	147689256	147689537	+	RN7SL261P
LOC105371230	chr1	147700066	147740075	-	LOC105371230
LOC102723321	chr1	147700728	147789690	+	LOC102723321
GJA5	chr1	147756199	147773351	-	GJA5
LOC391092	chr1	147840952	147842497	+	LOC391092
GJA8	chr1	147902795	147914486	+	GJA8
LOC105371229	chr1	147916700	147928318	-	LOC105371229
GPR89B	chr1	147928420	148025934	+	GPR89B
PDZK1P1	chr1	147993862	148014956	-	PDZK1P1
TRR-CCT6-2	chr1	148011059	148011129	+	TRR-CCT6-2
RNU1-129P	chr1	148014417	148014583	-	RNU1-129P
TRQ-CTG3-2	chr1	148032790	148032861	+	TRQ-CTG3-2
RNVU1-7	chr1	148038753	148038916	-	RNVU1-7
TRN-GTT9-2	chr1	148048516	148048589	-	TRN-GTT9-2
PDE4DIPP1	chr1	148049302	148094777	+	PDE4DIPP1
NBPF11	chr1	148102151	148152281	-	NBPF11
PFN1P4	chr1	148129360	148130141	+	PFN1P4
ABHD17AP1	chr1	148146066	148149788	+	ABHD17AP1
LOC105371227	chr1	148155665	148158546	+	LOC105371227
LINC02805	chr1	148162710	148163413	+	LINC02805
RNA5SP57	chr1	148193716	148193838	+	RNA5SP57
LOC101927468	chr1	148208093	148247071	-	LOC101927468
RNVU1-22	chr1	148263476	148263632	+	RNVU1-22
TRQ-CTG4-1	chr1	148265108	148265179	-	TRQ-CTG4-1
LINC01731	chr1	148271879	148281223	-	LINC01731
LINC02806	chr1	148279268	148291861	+	LINC02806
TRH-GTG1-3	chr1	148281365	148281436	+	TRH-GTG1-3
LOC105371225	chr1	148290889	148317416	-	LOC105371225
TRH-GTG1-4	chr1	148302734	148302805	-	TRH-GTG1-4
TRE-TTC6-1	chr1	148308922	148308993	-	TRE-TTC6-1
TRQ-CTG7-1	chr1	148328812	148328883	+	TRQ-CTG7-1
LOC124904403	chr1	148328822	148331172	+	LOC124904403
LOC124904404	chr1	148333865	148344634	+	LOC124904404
RNVU1-21	chr1	148334612	148334767	-	RNVU1-21
LOC124904402	chr1	148335414	148344995	-	LOC124904402
TRQ-CTG9-1	chr1	148353561	148353632	+	TRQ-CTG9-1
LOC124904396	chr1	148359943	148369420	-	LOC124904396
RNVU1-1	chr1	148362370	148362533	-	RNVU1-1
TRN-GTT23-1	chr1	148378816	148379089	-	TRN-GTT23-1
RNU1-155P	chr1	148385829	148385963	-	RNU1-155P
RNVU1-2	chr1	148388490	148388651	-	RNVU1-2
PDE4DIPP6	chr1	148402506	148432546	+	PDE4DIPP6
RNVU1-3	chr1	148402715	148402875	+	RNVU1-3
LOC124904400	chr1	148428674	148431172	-	LOC124904400
LINC01138	chr1	148432959	148459920	-	LINC01138
LOC647481	chr1	148434856	148436969	+	LOC647481
LOC105371224	chr1	148440437	148445152	-	LOC105371224
PPIAL4G	chr1	148482548	148483302	-	PPIAL4G
RNVU1-27	chr1	148522601	148522765	+	RNVU1-27
TRN-GTT2-1	chr1	148529257	148529330	+	TRN-GTT2-1
NBPF14	chr1	148531385	148596011	-	NBPF14
NOTCH2NLB	chr1	148600285	148712538	-	NOTCH2NLB
LOC105371223	chr1	148679900	148688543	+	LOC105371223
LOC105371222	chr1	148731561	148736425	-	LOC105371222
RNU6-1171P	chr1	148739379	148739479	+	RNU6-1171P
NUDT4B	chr1	148748774	148752415	+	NUDT4B
SEC22B3P	chr1	148766340	148791969	-	SEC22B3P
PDE4DIP	chr1	148808434	149033016	+	PDE4DIP
RN7SKP88	chr1	148839483	148839732	-	RN7SKP88
LOC112268272	chr1	148865459	148879084	-	LOC112268272
RNU2-38P	chr1	148939761	148939817	-	RNU2-38P
NBPF9	chr1	149052186	149103551	-	NBPF9
LOC102724437	chr1	149084479	149085258	+	LOC102724437
LOC101929790	chr1	149107223	149124694	-	LOC101929790
LOC102723348	chr1	149128735	149152186	+	LOC102723348
LOC124904405	chr1	149139910	149142734	-	LOC124904405
LOC124904581	chr1	149156056	149164181	+	LOC124904581
RNVU1-24	chr1	149162783	149162944	-	RNVU1-24
LOC124904397	chr1	149175308	149183179	-	LOC124904397
LOC653513	chr1	149197559	149201146	-	LOC653513
LOC124904395	chr1	149240784	149322092	-	LOC124904395
SEC22B2P	chr1	149338283	149363915	+	SEC22B2P
LOC105371403	chr1	149383179	149390421	-	LOC105371403
NOTCH2NLC	chr1	149390621	149471833	+	NOTCH2NLC
NBPF19	chr1	149475045	149556361	+	NBPF19
LOC101060227	chr1	149558147	149561039	-	LOC101060227
TRN-GTT25-1	chr1	149558419	149558493	-	TRN-GTT25-1
LOC124904410	chr1	149564619	149606615	+	LOC124904410
PPIAL4C	chr1	149583848	149584607	+	PPIAL4C
LOC124904409	chr1	149604575	149611597	-	LOC124904409
LINC00869	chr1	149607012	149679523	+	LINC00869
RNVU1-30	chr1	149636760	149637013	+	RNVU1-30
FAM91A2P	chr1	149675140	149680481	+	FAM91A2P
RNU1-68P	chr1	149700151	149700296	-	RNU1-68P
LOC644634	chr1	149702209	149705716	+	LOC644634
LOC100189498	chr1	149708561	149708835	-	LOC100189498
TRV-CAC1-7	chr1	149712552	149712624	-	TRV-CAC1-7
PDE4DIPP7	chr1	149719677	149748834	-	PDE4DIPP7
LOC105371406	chr1	149733615	149778743	+	LOC105371406
TRN-GTT8-1	chr1	149740248	149740321	-	TRN-GTT8-1
LOC100129586	chr1	149754187	149754743	-	LOC100129586
TRR-CCT8-1	chr1	149756721	149756791	-	TRR-CCT8-1
H2BC18	chr1	149782689	149812370	-	H2BC18
FCGR1A	chr1	149782694	149800609	+	FCGR1A
LOC124904411	chr1	149782890	149793220	-	LOC124904411
H3C13	chr1	149813225	149813693	-	H3C13
H4C14	chr1	149832657	149833052	+	H4C14
H3C14	chr1	149840687	149841208	-	H3C14
H2AC18	chr1	149842218	149842750	-	H2AC18
H2BC19P	chr1	149843037	149843510	+	H2BC19P
H4C15	chr1	149844488	149861240	-	H4C15
H2BC20P	chr1	149850192	149850773	-	H2BC20P
H2AC19	chr1	149851061	149851594	+	H2AC19
H3C15	chr1	149852608	149853125	+	H3C15
H2BC21	chr1	149884459	149886682	-	H2BC21
